set,attribute,score
9531,Data Wrangler,4.7
9531,Programmer,4.5
9531,Technologist,3.9
9531,Visualiser,3.2
9531,Communicator,2.7
9531,Modeller,2.3
9532,Data Wrangler,4.8
9532,Visualiser,4.6
9532,Technologist,4.1
9532,Communicator,2.9
9532,Programmer,2.6
9532,Modeller,1.8
9533,Programmer,6.5
9533,Visualiser,5.1
9533,Technologist,4.7
9533,Communicator,3.2
9533,Modeller,2.9
9533,Data Wrangler,2.3
9534,Modeller,5.2
9534,Data Wrangler,4.6
9534,Technologist,3.8
9534,Visualiser,3.1
9534,Communicator,2.6
9534,Programmer,2.3
9535,Data Wrangler,5.6
9535,Technologist,5.2
9535,Visualiser,3.7
9535,Communicator,2.4
9535,Modeller,2.2
9535,Programmer,1.8
9536,Visualiser,4.8
9536,Programmer,3.8
9536,Modeller,2.7
9536,Communicator,2.4
9536,Technologist,2.2
9536,Data Wrangler,1.9
9537,Communicator,5
9537,Modeller,4.8
9537,Technologist,3.8
9537,Programmer,3.5
9537,Visualiser,3
9537,Data Wrangler,2.6
9538,Technologist,5.2
9538,Data Wrangler,4.3
9538,Communicator,3.4
9538,Modeller,2.9
9538,Visualiser,2.7
9538,Programmer,1.4
9539,Communicator,5
9539,Technologist,4.6
9539,Programmer,4.2
9539,Visualiser,3.1
9539,Data Wrangler,2.6
9539,Modeller,2.4
9540,Modeller,5.2
9540,Technologist,4.9
9540,Data Wrangler,4.3
9540,Programmer,3.8
9540,Visualiser,3
9540,Communicator,1.7
9541,Modeller,5.2
9541,Communicator,4.2
9541,Programmer,3.7
9541,Data Wrangler,2.8
9541,Technologist,2.6
9541,Visualiser,2.2
9542,Technologist,5.4
9542,Communicator,4.4
9542,Programmer,3.3
9542,Visualiser,3.1
9542,Data Wrangler,2.8
9542,Modeller,2.4
9543,Technologist,5.3
9543,Modeller,4.6
9543,Communicator,3.6
9543,Visualiser,2.7
9543,Data Wrangler,2.1
9543,Programmer,1.7
9544,Programmer,5.8
9544,Data Wrangler,4.7
9544,Visualiser,4.2
9544,Communicator,3.4
9544,Technologist,2.7
9544,Modeller,1.2
9545,Modeller,5
9545,Communicator,4.6
9545,Programmer,3.8
9545,Technologist,3.3
9545,Data Wrangler,2.7
9545,Visualiser,1.8
9546,Communicator,4.6
9546,Modeller,4
9546,Visualiser,3.4
9546,Programmer,3.1
9546,Data Wrangler,2.7
9546,Technologist,2.2
9547,Communicator,4.4
9547,Programmer,4.1
9547,Modeller,3.8
9547,Technologist,3.3
9547,Visualiser,2.7
9547,Data Wrangler,2.2
9548,Modeller,6
9548,Visualiser,4
9548,Communicator,3.6
9548,Data Wrangler,2.5
9548,Programmer,2.1
9548,Technologist,1.9
9549,Data Wrangler,5.1
9549,Visualiser,4.4
9549,Modeller,4
9549,Programmer,3.5
9549,Communicator,3
9549,Technologist,2.6
9550,Communicator,5.2
9550,Programmer,4.1
9550,Data Wrangler,3.7
9550,Modeller,3.4
9550,Visualiser,3.2
9550,Technologist,2.6
9551,Data Wrangler,6.3
9551,Visualiser,4.8
9551,Modeller,4.5
9551,Programmer,3
9551,Communicator,2.6
9551,Technologist,1.9
9552,Visualiser,5.2
9552,Data Wrangler,4.4
9552,Programmer,4
9552,Communicator,3.7
9552,Technologist,3.5
9552,Modeller,3
9553,Communicator,5.2
9553,Data Wrangler,4.5
9553,Visualiser,3.8
9553,Technologist,3.4
9553,Programmer,3.1
9553,Modeller,2.1
9554,Modeller,6.2
9554,Programmer,4.5
9554,Visualiser,3.7
9554,Data Wrangler,3.1
9554,Communicator,2.7
9554,Technologist,2.3
9555,Visualiser,5.2
9555,Data Wrangler,4.7
9555,Technologist,4.2
9555,Modeller,3.9
9555,Communicator,3.4
9555,Programmer,2.2
9556,Technologist,4.3
9556,Communicator,3.4
9556,Modeller,2.5
9556,Programmer,2.3
9556,Data Wrangler,2.1
9556,Visualiser,1.7
9557,Modeller,4.6
9557,Programmer,4.3
9557,Technologist,4
9557,Communicator,3.2
9557,Data Wrangler,3
9557,Visualiser,2.7
9558,Technologist,5.7
9558,Data Wrangler,4.5
9558,Modeller,3.4
9558,Programmer,3.1
9558,Communicator,2.2
9558,Visualiser,2
9559,Visualiser,5.2
9559,Data Wrangler,4.3
9559,Communicator,4
9559,Programmer,3.5
9559,Technologist,3
9559,Modeller,2.3
9560,Communicator,5.2
9560,Data Wrangler,4.1
9560,Modeller,3.8
9560,Visualiser,2.9
9560,Technologist,2.6
9560,Programmer,2
9561,Technologist,5.8
9561,Data Wrangler,5.1
9561,Visualiser,4.2
9561,Communicator,3.6
9561,Modeller,3.2
9561,Programmer,1.7
9562,Programmer,5.5
9562,Communicator,4.9
9562,Data Wrangler,4.6
9562,Visualiser,3.9
9562,Technologist,3.3
9562,Modeller,3
9563,Technologist,5.2
9563,Modeller,4.4
9563,Visualiser,3.5
9563,Communicator,2.9
9563,Programmer,2.5
9563,Data Wrangler,1.1
9564,Data Wrangler,5.4
9564,Modeller,4.6
9564,Visualiser,3.6
9564,Technologist,3.2
9564,Programmer,2.8
9564,Communicator,1.7
9565,Modeller,5
9565,Programmer,4.7
9565,Communicator,4.1
9565,Data Wrangler,3.8
9565,Visualiser,2.6
9565,Technologist,2.3
9566,Programmer,4.7
9566,Communicator,4.2
9566,Modeller,3.2
9566,Technologist,2.5
9566,Visualiser,2.2
9566,Data Wrangler,2
9567,Modeller,5.4
9567,Communicator,4.4
9567,Technologist,4.1
9567,Data Wrangler,3.8
9567,Visualiser,3.2
9567,Programmer,2.5
9568,Modeller,5
9568,Technologist,4.3
9568,Data Wrangler,4
9568,Visualiser,3.7
9568,Communicator,2.7
9568,Programmer,2.5
9569,Data Wrangler,5.4
9569,Programmer,5
9569,Visualiser,4.3
9569,Modeller,3.9
9569,Communicator,3.5
9569,Technologist,1.9
9570,Communicator,5.2
9570,Modeller,4.9
9570,Programmer,3.1
9570,Data Wrangler,2.5
9570,Visualiser,2.2
9570,Technologist,1.4
9571,Visualiser,5
9571,Programmer,4.7
9571,Technologist,3.8
9571,Data Wrangler,3.5
9571,Modeller,2.6
9571,Communicator,2
9572,Visualiser,5.3
9572,Programmer,4.1
9572,Technologist,3.9
9572,Data Wrangler,3.6
9572,Communicator,2.9
9572,Modeller,1.7
9573,Communicator,5.6
9573,Data Wrangler,4.8
9573,Programmer,4.1
9573,Modeller,3.7
9573,Visualiser,3.5
9573,Technologist,1.8
9574,Communicator,5.4
9574,Visualiser,5.1
9574,Data Wrangler,4.5
9574,Technologist,4
9574,Programmer,3.6
9574,Modeller,2.5
9575,Programmer,5.2
9575,Modeller,4.6
9575,Data Wrangler,4.2
9575,Technologist,3.9
9575,Visualiser,3.6
9575,Communicator,2.8
9576,Data Wrangler,4.5
9576,Programmer,4
9576,Technologist,3.7
9576,Visualiser,3.3
9576,Communicator,2.9
9576,Modeller,2.4
9577,Data Wrangler,5.1
9577,Communicator,3.4
9577,Visualiser,3.1
9577,Programmer,2.7
9577,Technologist,2.3
9577,Modeller,1.5
9578,Modeller,4.8
9578,Programmer,4.2
9578,Communicator,3.4
9578,Visualiser,3
9578,Technologist,2.4
9578,Data Wrangler,2
9579,Programmer,5
9579,Technologist,4.6
9579,Visualiser,3.4
9579,Communicator,3.1
9579,Modeller,2.6
9579,Data Wrangler,2.3
9580,Programmer,5.5
9580,Technologist,4.1
9580,Data Wrangler,3.1
9580,Visualiser,3
9580,Modeller,2.2
9580,Communicator,2
9581,Communicator,6
9581,Technologist,4.8
9581,Modeller,4.1
9581,Programmer,3.7
9581,Visualiser,2.8
9581,Data Wrangler,2.5
9582,Modeller,5.2
9582,Data Wrangler,4.8
9582,Communicator,4.1
9582,Technologist,3.1
9582,Programmer,2.3
9582,Visualiser,2
9583,Programmer,5.1
9583,Modeller,4
9583,Communicator,3.6
9583,Technologist,3.4
9583,Data Wrangler,2.7
9583,Visualiser,2.4
9584,Communicator,4.2
9584,Modeller,4
9584,Data Wrangler,3.6
9584,Visualiser,3.4
9584,Programmer,2.4
9584,Technologist,1.1
9585,Visualiser,6.1
9585,Technologist,5.5
9585,Communicator,4.3
9585,Programmer,4.1
9585,Data Wrangler,3.3
9585,Modeller,1.7
9586,Technologist,5.3
9586,Programmer,4.7
9586,Modeller,4
9586,Communicator,3.4
9586,Visualiser,2.9
9586,Data Wrangler,2.6
9587,Modeller,5.4
9587,Technologist,4.4
9587,Data Wrangler,3.8
9587,Visualiser,2.7
9587,Communicator,2.4
9587,Programmer,1.7
9588,Communicator,6.2
9588,Programmer,5.8
9588,Visualiser,4.1
9588,Data Wrangler,3.3
9588,Technologist,2.1
9588,Modeller,1.7
9589,Technologist,5.7
9589,Communicator,4.2
9589,Data Wrangler,4
9589,Programmer,3.4
9589,Modeller,2.6
9589,Visualiser,2
9590,Technologist,5.2
9590,Visualiser,4.5
9590,Modeller,3.4
9590,Data Wrangler,3.1
9590,Programmer,2.9
9590,Communicator,2.5
9591,Modeller,4.4
9591,Visualiser,4.1
9591,Communicator,2.9
9591,Programmer,2.6
9591,Technologist,2.4
9591,Data Wrangler,1.1
9592,Communicator,5.4
9592,Modeller,4.8
9592,Technologist,3.5
9592,Visualiser,3.3
9592,Programmer,2.8
9592,Data Wrangler,2.3
9593,Communicator,6
9593,Modeller,5.3
9593,Data Wrangler,4.9
9593,Visualiser,4.2
9593,Technologist,3.4
9593,Programmer,2.3
9594,Visualiser,5.1
9594,Communicator,3.8
9594,Modeller,3.6
9594,Technologist,3.3
9594,Programmer,2.9
9594,Data Wrangler,2.6
9595,Programmer,6
9595,Technologist,4.8
9595,Modeller,4.1
9595,Visualiser,3.2
9595,Data Wrangler,2.8
9595,Communicator,2.1
9596,Technologist,6.1
9596,Modeller,4.4
9596,Programmer,2.7
9596,Visualiser,2.5
9596,Data Wrangler,2
9596,Communicator,1.8
9597,Data Wrangler,5.3
9597,Programmer,5
9597,Technologist,3.5
9597,Modeller,3.2
9597,Communicator,2.9
9597,Visualiser,2.4
9598,Technologist,5.4
9598,Data Wrangler,4.9
9598,Communicator,4.5
9598,Visualiser,3.9
9598,Modeller,2.7
9598,Programmer,2
9599,Programmer,4.9
9599,Data Wrangler,4.3
9599,Modeller,3.6
9599,Communicator,2.7
9599,Technologist,2.4
9599,Visualiser,1.4
9600,Modeller,5.4
9600,Communicator,4.6
9600,Visualiser,3.9
9600,Technologist,3.4
9600,Programmer,2.5
9600,Data Wrangler,2.2
9601,Programmer,5.2
9601,Visualiser,4.8
9601,Data Wrangler,4.1
9601,Technologist,3.2
9601,Communicator,2.1
9601,Modeller,1.5
9602,Data Wrangler,4.9
9602,Modeller,3.8
9602,Programmer,3.6
9602,Technologist,2.9
9602,Communicator,2.4
9602,Visualiser,2.3
9603,Visualiser,5
9603,Data Wrangler,4.1
9603,Communicator,3.4
9603,Programmer,3
9603,Technologist,2.7
9603,Modeller,1.7
9604,Programmer,5.7
9604,Technologist,5
9604,Communicator,4.7
9604,Data Wrangler,3.7
9604,Visualiser,3.5
9604,Modeller,1.5
9605,Modeller,5.6
9605,Data Wrangler,5.2
9605,Visualiser,3.9
9605,Technologist,3.4
9605,Programmer,3
9605,Communicator,2.7
9606,Programmer,4.2
9606,Modeller,3.2
9606,Visualiser,3.1
9606,Technologist,2.6
9606,Data Wrangler,2.2
9606,Communicator,1.7
9607,Data Wrangler,5.7
9607,Visualiser,5.1
9607,Modeller,3.8
9607,Communicator,3.4
9607,Technologist,3.1
9607,Programmer,2.2
9608,Visualiser,6.5
9608,Programmer,5.4
9608,Modeller,4.1
9608,Data Wrangler,3.4
9608,Technologist,2.7
9608,Communicator,2.4
9609,Communicator,6.2
9609,Visualiser,4.3
9609,Programmer,3.4
9609,Technologist,3.1
9609,Modeller,2.7
9609,Data Wrangler,2
9610,Programmer,4.9
9610,Visualiser,4.5
9610,Modeller,4.1
9610,Technologist,3.5
9610,Communicator,2.9
9610,Data Wrangler,2.3
9611,Communicator,6.6
9611,Visualiser,5.5
9611,Data Wrangler,4.6
9611,Programmer,4.2
9611,Technologist,3.9
9611,Modeller,3.4
9612,Programmer,5.9
9612,Technologist,4.8
9612,Communicator,4.1
9612,Modeller,3.7
9612,Visualiser,3.1
9612,Data Wrangler,2.5
9613,Communicator,4.6
9613,Data Wrangler,4.4
9613,Programmer,2.6
9613,Technologist,2.3
9613,Modeller,2.1
9613,Visualiser,2
9614,Visualiser,4.8
9614,Technologist,3.8
9614,Programmer,3.5
9614,Data Wrangler,2.8
9614,Communicator,2.2
9614,Modeller,2.1
9615,Communicator,5.4
9615,Programmer,4.9
9615,Data Wrangler,4
9615,Visualiser,3.4
9615,Modeller,3
9615,Technologist,1.3
9616,Programmer,5.9
9616,Data Wrangler,5.5
9616,Communicator,4.9
9616,Modeller,3.6
9616,Visualiser,2.6
9616,Technologist,2.2
9617,Communicator,5.2
9617,Technologist,4.9
9617,Data Wrangler,4.3
9617,Modeller,3.6
9617,Visualiser,3
9617,Programmer,2.2
9618,Programmer,4.3
9618,Technologist,4.1
9618,Communicator,3.8
9618,Modeller,3.2
9618,Data Wrangler,2.8
9618,Visualiser,2.5
9619,Communicator,5
9619,Modeller,4.2
9619,Data Wrangler,3.9
9619,Technologist,3.7
9619,Visualiser,2.6
9619,Programmer,2
9620,Programmer,4.6
9620,Visualiser,4.4
9620,Data Wrangler,3.5
9620,Technologist,2.8
9620,Communicator,2.4
9620,Modeller,2
9621,Communicator,5.8
9621,Visualiser,5.2
9621,Technologist,4.3
9621,Programmer,3.1
9621,Data Wrangler,2.2
9621,Modeller,2
9622,Programmer,5.3
9622,Technologist,4.6
9622,Visualiser,4.2
9622,Communicator,3.4
9622,Modeller,2.2
9622,Data Wrangler,2
9623,Data Wrangler,5.6
9623,Communicator,4.9
9623,Technologist,4.2
9623,Visualiser,4
9623,Programmer,3.4
9623,Modeller,3
9624,Technologist,4.9
9624,Data Wrangler,4.4
9624,Modeller,3.8
9624,Programmer,3.5
9624,Visualiser,3
9624,Communicator,2.3
9625,Communicator,5.8
9625,Technologist,4.9
9625,Data Wrangler,4.6
9625,Programmer,4.1
9625,Visualiser,3.7
9625,Modeller,2.4
9626,Communicator,6.8
9626,Data Wrangler,5.1
9626,Visualiser,4.4
9626,Modeller,3.7
9626,Technologist,3.5
9626,Programmer,2.7
9627,Visualiser,5.6
9627,Modeller,4.4
9627,Data Wrangler,4
9627,Technologist,3.5
9627,Programmer,2.6
9627,Communicator,2.3
9628,Visualiser,5.7
9628,Data Wrangler,4.2
9628,Modeller,3.8
9628,Communicator,3.1
9628,Technologist,2.9
9628,Programmer,1.2
9629,Visualiser,5.7
9629,Communicator,4.8
9629,Modeller,4.5
9629,Programmer,3.2
9629,Technologist,2.7
9629,Data Wrangler,1.8
9630,Technologist,4.6
9630,Data Wrangler,4.3
9630,Modeller,3.4
9630,Communicator,2.9
9630,Visualiser,2.6
9630,Programmer,2.3
9631,Programmer,5.4
9631,Visualiser,4.1
9631,Technologist,3.8
9631,Communicator,3.4
9631,Modeller,2.4
9631,Data Wrangler,2.2
9632,Communicator,4.8
9632,Programmer,4.2
9632,Technologist,4
9632,Modeller,3.6
9632,Visualiser,3
9632,Data Wrangler,2.5
9633,Data Wrangler,5
9633,Technologist,4
9633,Visualiser,3.3
9633,Modeller,3.1
9633,Programmer,2
9633,Communicator,1.4
9634,Data Wrangler,4.8
9634,Communicator,4
9634,Modeller,3.8
9634,Visualiser,3.6
9634,Technologist,2.7
9634,Programmer,2.5
9635,Technologist,4.8
9635,Communicator,4
9635,Visualiser,3.7
9635,Data Wrangler,3.4
9635,Programmer,3.1
9635,Modeller,2.8
9636,Data Wrangler,5.1
9636,Technologist,4.8
9636,Modeller,3.8
9636,Visualiser,3.2
9636,Programmer,2.2
9636,Communicator,2
9637,Visualiser,5.2
9637,Programmer,4.7
9637,Technologist,4.2
9637,Communicator,3.2
9637,Data Wrangler,3
9637,Modeller,2
9638,Communicator,6.4
9638,Modeller,5.3
9638,Data Wrangler,4
9638,Visualiser,3.6
9638,Technologist,3
9638,Programmer,1.6
9639,Programmer,5.7
9639,Technologist,4.3
9639,Data Wrangler,4
9639,Visualiser,3.1
9639,Communicator,2.9
9639,Modeller,2.1
9640,Programmer,6.2
9640,Data Wrangler,4.5
9640,Communicator,3.4
9640,Visualiser,3.1
9640,Modeller,2.7
9640,Technologist,1.6
9641,Modeller,6.6
9641,Visualiser,4.5
9641,Programmer,4
9641,Technologist,3.2
9641,Communicator,2.7
9641,Data Wrangler,2.4
9642,Visualiser,6.2
9642,Programmer,4.8
9642,Technologist,3.8
9642,Communicator,2.7
9642,Data Wrangler,2.4
9642,Modeller,2.3
9643,Programmer,6
9643,Visualiser,5.1
9643,Data Wrangler,3.2
9643,Modeller,2.9
9643,Technologist,2.6
9643,Communicator,1.7
9644,Technologist,4.6
9644,Programmer,4.1
9644,Modeller,3.2
9644,Data Wrangler,2.8
9644,Visualiser,2.3
9644,Communicator,1.8
9645,Programmer,5
9645,Data Wrangler,4.3
9645,Visualiser,3.8
9645,Communicator,2.7
9645,Modeller,2.6
9645,Technologist,2.1
9646,Communicator,4
9646,Modeller,3.6
9646,Data Wrangler,3.1
9646,Visualiser,2.5
9646,Programmer,2.1
9646,Technologist,1.7
9647,Programmer,5.5
9647,Visualiser,4.8
9647,Data Wrangler,4
9647,Modeller,3.6
9647,Communicator,2.9
9647,Technologist,2.5
9648,Technologist,5.2
9648,Visualiser,4.6
9648,Modeller,3.8
9648,Programmer,3.2
9648,Communicator,2.7
9648,Data Wrangler,1.8
9649,Visualiser,5.3
9649,Data Wrangler,4.8
9649,Modeller,4.1
9649,Technologist,3.4
9649,Programmer,3.1
9649,Communicator,2.4
9650,Programmer,5.3
9650,Modeller,4.6
9650,Technologist,4
9650,Visualiser,3.4
9650,Data Wrangler,2.8
9650,Communicator,1.8
9651,Modeller,4.4
9651,Visualiser,4.1
9651,Data Wrangler,3.7
9651,Programmer,3.1
9651,Communicator,2.2
9651,Technologist,1.4
9652,Communicator,5
9652,Visualiser,4
9652,Technologist,3.6
9652,Data Wrangler,2.9
9652,Modeller,2.7
9652,Programmer,2.3
9653,Technologist,4.7
9653,Communicator,4
9653,Modeller,3.8
9653,Programmer,3
9653,Data Wrangler,2.3
9653,Visualiser,2
9654,Communicator,4.4
9654,Programmer,3.7
9654,Modeller,3.1
9654,Data Wrangler,2.8
9654,Visualiser,2.6
9654,Technologist,1.9
9655,Visualiser,6.8
9655,Data Wrangler,4.2
9655,Programmer,3.1
9655,Communicator,2.5
9655,Modeller,2.2
9655,Technologist,1.8
9656,Visualiser,5.6
9656,Programmer,5
9656,Technologist,4.2
9656,Modeller,3.7
9656,Data Wrangler,3
9656,Communicator,2.1
9657,Data Wrangler,4.8
9657,Programmer,4.3
9657,Modeller,2.9
9657,Communicator,2.5
9657,Visualiser,2.3
9657,Technologist,1.4
9658,Programmer,4.7
9658,Data Wrangler,4.1
9658,Modeller,3.4
9658,Technologist,2.9
9658,Visualiser,2.1
9658,Communicator,1.8
9659,Visualiser,4.9
9659,Programmer,4.6
9659,Data Wrangler,4.2
9659,Technologist,2.1
9659,Modeller,1.9
9659,Communicator,1.7
9660,Programmer,4
9660,Visualiser,3.4
9660,Technologist,3.1
9660,Modeller,2.7
9660,Data Wrangler,2.3
9660,Communicator,2.1
9661,Data Wrangler,4.9
9661,Modeller,4.4
9661,Programmer,3.4
9661,Visualiser,3
9661,Communicator,2.7
9661,Technologist,2.1
9662,Data Wrangler,5.8
9662,Modeller,5.3
9662,Programmer,5
9662,Technologist,4.2
9662,Visualiser,2.6
9662,Communicator,1.7
9663,Data Wrangler,5.7
9663,Modeller,4.9
9663,Programmer,4.2
9663,Visualiser,3.9
9663,Communicator,3.5
9663,Technologist,2.5
9664,Visualiser,5.2
9664,Modeller,4.2
9664,Technologist,4
9664,Data Wrangler,2.5
9664,Programmer,2.4
9664,Communicator,1.5
9665,Modeller,4.8
9665,Technologist,4.6
9665,Visualiser,4.1
9665,Programmer,3.3
9665,Communicator,2.9
9665,Data Wrangler,2.1
9666,Communicator,5
9666,Data Wrangler,4.7
9666,Modeller,4.1
9666,Technologist,3.3
9666,Visualiser,2.6
9666,Programmer,1.7
9667,Communicator,4.4
9667,Visualiser,4.2
9667,Data Wrangler,3.9
9667,Technologist,3.7
9667,Modeller,3.2
9667,Programmer,2.5
9668,Modeller,5
9668,Visualiser,4.6
9668,Communicator,3.8
9668,Data Wrangler,2.8
9668,Technologist,1.6
9668,Programmer,1.4
9669,Programmer,5.7
9669,Communicator,4.6
9669,Technologist,3.8
9669,Data Wrangler,3.4
9669,Modeller,3.2
9669,Visualiser,2.7
9670,Technologist,5
9670,Data Wrangler,4.5
9670,Programmer,3.5
9670,Communicator,3.2
9670,Modeller,2.7
9670,Visualiser,1.5
9671,Data Wrangler,5.6
9671,Modeller,5.3
9671,Technologist,4
9671,Visualiser,2.1
9671,Programmer,1.8
9671,Communicator,1.7
9672,Technologist,5
9672,Modeller,4.4
9672,Communicator,3.4
9672,Visualiser,3.1
9672,Data Wrangler,2.7
9672,Programmer,2.3
9673,Visualiser,4
9673,Programmer,3.2
9673,Communicator,2.5
9673,Technologist,2.4
9673,Modeller,2.1
9673,Data Wrangler,1.4
9674,Data Wrangler,6.7
9674,Communicator,5.1
9674,Programmer,4.2
9674,Modeller,3.4
9674,Visualiser,2.7
9674,Technologist,2.4
9675,Visualiser,5.9
9675,Communicator,4.8
9675,Programmer,3.6
9675,Technologist,3.1
9675,Data Wrangler,2.8
9675,Modeller,2.4
9676,Programmer,4.9
9676,Communicator,4.6
9676,Modeller,3.2
9676,Technologist,3.1
9676,Visualiser,2.7
9676,Data Wrangler,1.9
9677,Modeller,4.8
9677,Communicator,4.4
9677,Visualiser,4.1
9677,Programmer,3.7
9677,Technologist,3.2
9677,Data Wrangler,2.8
9678,Communicator,4.8
9678,Data Wrangler,4.6
9678,Technologist,3.8
9678,Modeller,3.2
9678,Visualiser,2.4
9678,Programmer,1.7
9679,Modeller,6
9679,Programmer,4.8
9679,Data Wrangler,4.2
9679,Visualiser,3.7
9679,Technologist,3.2
9679,Communicator,2.8
9680,Modeller,5.2
9680,Technologist,4.5
9680,Data Wrangler,4
9680,Programmer,3.5
9680,Visualiser,3
9680,Communicator,1.8
9681,Modeller,4.2
9681,Visualiser,3.9
9681,Communicator,3.2
9681,Data Wrangler,3
9681,Programmer,2.2
9681,Technologist,2
9682,Data Wrangler,5.5
9682,Communicator,4
9682,Visualiser,3.3
9682,Modeller,2.7
9682,Technologist,2.2
9682,Programmer,2
9683,Communicator,5.8
9683,Technologist,4.5
9683,Data Wrangler,3.8
9683,Programmer,2.8
9683,Visualiser,2.6
9683,Modeller,2.3
9684,Technologist,4.6
9684,Programmer,4
9684,Data Wrangler,3.5
9684,Modeller,3.2
9684,Visualiser,2.5
9684,Communicator,2
9685,Technologist,6.7
9685,Communicator,5.3
9685,Programmer,4
9685,Modeller,3.6
9685,Data Wrangler,3
9685,Visualiser,2.3
9686,Data Wrangler,5.3
9686,Technologist,4.6
9686,Communicator,3.8
9686,Modeller,3.2
9686,Visualiser,2.7
9686,Programmer,1.9
9687,Modeller,6
9687,Programmer,4.9
9687,Data Wrangler,4.2
9687,Communicator,3.9
9687,Visualiser,3.2
9687,Technologist,1.4
9688,Communicator,4.8
9688,Technologist,4.6
9688,Visualiser,4.3
9688,Modeller,3.9
9688,Programmer,3
9688,Data Wrangler,1.4
9689,Programmer,6.4
9689,Visualiser,4.3
9689,Communicator,3.6
9689,Technologist,2.7
9689,Modeller,2.2
9689,Data Wrangler,1.6
9690,Data Wrangler,4.9
9690,Communicator,3.8
9690,Programmer,3.4
9690,Visualiser,3.2
9690,Modeller,2.4
9690,Technologist,2
9691,Data Wrangler,4.5
9691,Visualiser,4
9691,Programmer,3.6
9691,Modeller,3.1
9691,Communicator,2.6
9691,Technologist,2
9692,Programmer,5.3
9692,Visualiser,4.9
9692,Data Wrangler,4
9692,Technologist,3.6
9692,Communicator,3
9692,Modeller,2.4
9693,Visualiser,5.1
9693,Communicator,4.8
9693,Data Wrangler,3.4
9693,Technologist,3.2
9693,Programmer,2.6
9693,Modeller,2
9694,Programmer,4.8
9694,Technologist,3.8
9694,Visualiser,3.5
9694,Communicator,3.1
9694,Data Wrangler,2.8
9694,Modeller,1.8
9695,Visualiser,5.6
9695,Programmer,4.3
9695,Technologist,4
9695,Communicator,3.6
9695,Modeller,2.9
9695,Data Wrangler,2.6
9696,Visualiser,4.6
9696,Programmer,4.3
9696,Communicator,3.8
9696,Technologist,3
9696,Modeller,2.6
9696,Data Wrangler,1.4
9697,Technologist,5.1
9697,Communicator,4.2
9697,Programmer,3.8
9697,Modeller,2.9
9697,Visualiser,2.4
9697,Data Wrangler,1.7
9698,Modeller,4.8
9698,Programmer,4.3
9698,Data Wrangler,4
9698,Technologist,3.7
9698,Communicator,2.6
9698,Visualiser,2.3
9699,Programmer,5.2
9699,Data Wrangler,4.4
9699,Visualiser,4
9699,Communicator,3.6
9699,Technologist,2.5
9699,Modeller,1.8
9700,Technologist,5.6
9700,Modeller,4.8
9700,Communicator,3.4
9700,Visualiser,3.1
9700,Data Wrangler,2.8
9700,Programmer,2.6
9701,Technologist,4.6
9701,Data Wrangler,4.1
9701,Visualiser,3.5
9701,Programmer,3.1
9701,Communicator,2.9
9701,Modeller,2.1
9702,Data Wrangler,5.5
9702,Modeller,4.9
9702,Programmer,4
9702,Technologist,3.8
9702,Communicator,3.4
9702,Visualiser,1.9
9703,Technologist,5.3
9703,Data Wrangler,4.7
9703,Communicator,3.8
9703,Programmer,3.5
9703,Modeller,2.9
9703,Visualiser,2.7
9704,Programmer,5
9704,Technologist,3.6
9704,Communicator,3.2
9704,Modeller,3.1
9704,Visualiser,2.6
9704,Data Wrangler,2
9705,Technologist,4.8
9705,Communicator,3.4
9705,Modeller,2.9
9705,Programmer,2.6
9705,Visualiser,2.4
9705,Data Wrangler,2
9706,Programmer,5.6
9706,Visualiser,5
9706,Technologist,4.2
9706,Data Wrangler,3.1
9706,Communicator,2.4
9706,Modeller,1
9707,Communicator,5.8
9707,Data Wrangler,4.7
9707,Visualiser,3.9
9707,Technologist,3.3
9707,Modeller,3
9707,Programmer,2.8
9708,Technologist,5.2
9708,Data Wrangler,4.5
9708,Visualiser,4.2
9708,Modeller,3.9
9708,Programmer,3.4
9708,Communicator,1.2
9709,Data Wrangler,6
9709,Communicator,5.5
9709,Visualiser,5.1
9709,Programmer,3.9
9709,Modeller,1.9
9709,Technologist,1.8
9710,Modeller,5
9710,Communicator,4.2
9710,Technologist,3.8
9710,Data Wrangler,2.8
9710,Programmer,2.3
9710,Visualiser,2
9711,Technologist,5.2
9711,Programmer,4.7
9711,Visualiser,3.8
9711,Communicator,3.4
9711,Data Wrangler,3.2
9711,Modeller,1.5
9712,Modeller,5.8
9712,Technologist,5.1
9712,Data Wrangler,4.6
9712,Programmer,3.9
9712,Communicator,3.4
9712,Visualiser,2.4
9713,Visualiser,4.8
9713,Modeller,4.2
9713,Programmer,3.6
9713,Technologist,3.2
9713,Data Wrangler,2.6
9713,Communicator,2.3
9714,Programmer,5.8
9714,Visualiser,4.7
9714,Data Wrangler,3.7
9714,Modeller,3.4
9714,Communicator,2.4
9714,Technologist,2
9715,Data Wrangler,6.2
9715,Programmer,4.8
9715,Technologist,4.3
9715,Visualiser,4.1
9715,Communicator,3.4
9715,Modeller,2.7
9716,Communicator,5.6
9716,Technologist,4.4
9716,Programmer,3.1
9716,Data Wrangler,2.9
9716,Visualiser,2.4
9716,Modeller,1.7
9717,Visualiser,4.6
9717,Data Wrangler,3.6
9717,Technologist,3.2
9717,Communicator,2.9
9717,Modeller,1.9
9717,Programmer,1.4
9718,Programmer,5.3
9718,Modeller,4.4
9718,Visualiser,3.2
